property_type,neighborhood,city,price,sq_m_built,n_bedrooms,bathrooms,floor,year_built,exterior,lift,terrace,balcony,second_hand,needs_renovating,parking,swimming_pool,garden,air_conditioning,heating,price_cheap_city,price_cheap_neigh,price_cheap_property,log_price,price_bin
Flat / apartment,La Salut - Lloreda - Sistrells,Badalona,102000.0,74,3,1,0,1967.1666666666667,0,0,0,0,1,0,0,0,0,1,1,1.5998317954426178,1.3880428052841844,2.0306348219860992,11.532728092266408,81k-300k
House,Badalona,Badalona,425000.0,200,4,2,5,1989.0,0,0,1,1,1,0,1,1,1,0,1,1.5998317954426178,5.583817536309844,3.551799764176225,12.959844447906551,301k-1.5M
Flat / apartment,Llefià - Sant Roc - Artigues,Badalona,165000.0,71,3,1,6,1969.0,0,1,0,1,1,0,0,0,0,0,1,1.5998317954426178,1.3163660022475898,2.0306348219860992,12.013700752882718,81k-300k
Flat / apartment,La Salut,Badalona,195000.0,97,3,1,2,1975.8481012658228,1,0,0,0,1,1,0,0,0,0,1,1.5998317954426178,2.95560987234748,2.0306348219860992,12.180754837545884,81k-300k
Flat / apartment,Llefià - Sant Roc - Artigues,Badalona,179900.0,76,3,1,2,1975.0,1,1,1,1,1,0,0,0,0,1,1,1.5998317954426178,1.3163660022475898,2.0306348219860992,12.100156419938624,81k-300k
Flat / apartment,Other,Badalona,88000.0,65,2,1,1,1968.4285714285716,1,0,0,0,1,1,0,0,0,0,1,1.5998317954426178,1.0,2.0306348219860992,11.385092093460344,81k-300k
Penthouse,Llefià,Badalona,158000.0,80,3,1,3,1977.0166666666669,1,1,0,1,1,0,0,0,0,0,1,1.5998317954426178,1.9083622012974408,3.030579199328625,11.970350312009105,81k-300k
Flat / apartment,Other,Badalona,245000.0,85,4,2,1,1973.0,1,1,0,1,1,0,0,0,0,0,1,1.5998317954426178,2.477935857246202,2.0306348219860992,12.409013489526863,81k-300k
Flat / apartment,Centre,Badalona,350000.0,85,3,1,2,1974.1209677419356,1,0,1,1,1,0,0,0,0,1,1,1.5998317954426178,3.140219810596927,2.0306348219860992,12.765688433465597,301k-1.5M
Duplex,La Salut,Badalona,130000.0,86,3,1,1,1975.8481012658228,1,0,0,1,1,0,0,0,0,0,1,1.5998317954426178,2.95560987234748,2.866960588752642,11.77528972943772,81k-300k
Flat / apartment,Badalona,Badalona,360000.0,130,4,2,1,1975.8039215686276,1,1,0,1,1,1,1,0,0,1,1,1.5998317954426178,5.583817536309844,2.0306348219860992,12.793859310432293,301k-1.5M
Flat / apartment,Badalona,Badalona,139500.0,60,3,1,4,1965.0,1,0,0,0,1,0,0,0,0,1,0,1.5998317954426178,5.583817536309844,2.0306348219860992,11.845819880243557,81k-300k
Flat / apartment,Llefià - Sant Roc - Artigues,Badalona,93500.0,50,2,1,1,1967.578947368421,0,0,0,0,1,0,0,0,0,0,1,1.5998317954426178,1.3163660022475898,2.0306348219860992,11.44571671527678,81k-300k
Flat / apartment,Llefià - Sant Roc - Artigues,Badalona,84000.0,69,3,1,4,1967.578947368421,0,0,0,1,1,0,0,0,0,0,1,1.5998317954426178,1.3163660022475898,2.0306348219860992,11.33857207782545,81k-300k
Flat / apartment,Badalona,Badalona,140000.0,70,3,1,0,1975.8039215686276,1,0,0,0,1,0,0,0,0,0,0,1.5998317954426178,5.583817536309844,2.0306348219860992,11.84939770159144,81k-300k
Flat / apartment,La Salut - Lloreda - Sistrells,Badalona,105500.0,53,2,1,3,1967.1666666666667,0,0,0,0,1,0,0,0,0,0,1,1.5998317954426178,1.3880428052841844,2.0306348219860992,11.56646623189826,81k-300k
House,Gorg - Progrés,Badalona,390000.0,120,3,3,2,1979.52,0,0,1,0,1,0,0,0,0,1,1,1.5998317954426178,2.780004080799837,3.551799764176225,12.873902018105827,301k-1.5M
Flat / apartment,Port,Badalona,385000.0,120,3,2,2,2006.0,1,1,0,0,1,0,1,0,0,0,1,1.5998317954426178,5.284765632245739,2.0306348219860992,12.86099861326992,301k-1.5M
Flat / apartment,La Salut,Badalona,74500.0,78,3,1,1,1975.8481012658228,1,0,0,0,1,1,0,0,0,0,1,1.5998317954426178,2.95560987234748,2.0306348219860992,11.218554404367652,0-80k
Flat / apartment,Other,Badalona,97000.0,65,1,1,0,1984.7,0,0,0,0,1,0,0,0,0,0,1,1.5998317954426178,2.255895828309621,2.0306348219860992,11.48246625748552,81k-300k
Flat / apartment,La Salut - Lloreda - Sistrells,Badalona,165000.0,90,2,1,2,1967.1666666666667,1,0,0,0,1,0,1,0,0,1,1,1.5998317954426178,1.3880428052841844,2.0306348219860992,12.013700752882718,81k-300k
Flat / apartment,La Salut,Badalona,110000.0,50,3,1,0,1975.8481012658228,0,0,0,0,1,0,0,0,0,0,1,1.5998317954426178,2.95560987234748,2.0306348219860992,11.608235644774552,81k-300k
Flat / apartment,Horta Guinardó,Barcelona,405000.0,91,3,1,7,1956.0,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,3.33959801513142,2.0306348219860992,12.911642346088676,301k-1.5M
Flat / apartment,Other,Barcelona,360000.0,77,3,1,2,1966.6,1,1,0,1,1,0,0,0,0,0,0,3.086356414343004,4.359907161803713,2.0306348219860992,12.793859310432293,301k-1.5M
Flat / apartment,Horta Guinardó,Barcelona,481000.0,130,3,2,1,2003.0,1,1,0,1,1,0,1,0,0,1,1,3.086356414343004,3.33959801513142,2.0306348219860992,13.0836225490879,301k-1.5M
Penthouse,Other,Barcelona,395000.0,92,4,1,5,1972.0,0,1,1,0,1,1,0,0,0,0,1,3.086356414343004,4.359907161803713,3.030579199328625,12.88664104388326,301k-1.5M
Flat / apartment,Horta Guinardó,Barcelona,436000.0,129,5,2,5,1973.6575342465756,1,1,0,1,1,0,0,0,0,0,0,3.086356414343004,3.33959801513142,2.0306348219860992,12.985397522331173,301k-1.5M
Flat / apartment,Sant Andreu,Barcelona,78000.0,72,3,1,0,1965.5420560747664,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,3.467960665868322,2.0306348219860992,11.26446410567173,0-80k
Flat / apartment,Other,Barcelona,170000.0,50,3,1,2,1974.5,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,1.9698577284784184,2.0306348219860992,12.0435537160324,81k-300k
Flat / apartment,El Besòs,Barcelona,390000.0,80,2,1,6,1972.5466666666664,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,2.560272570415858,2.0306348219860992,12.873902018105827,301k-1.5M
Flat / apartment,Sant Martí,Barcelona,207000.0,81,3,1,1,1968.0,1,1,0,1,1,0,0,0,0,0,1,3.086356414343004,4.371079205477762,2.0306348219860992,12.240474072247506,81k-300k
Flat / apartment,Sant Martí,Barcelona,110500.0,63,2,1,1,1973.7735849056603,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,4.371079205477762,2.0306348219860992,11.612770799939945,81k-300k
Flat / apartment,El Besòs,Barcelona,175500.0,76,3,1,0,1975.0,1,1,0,1,1,0,0,0,0,0,0,3.086356414343004,2.560272570415858,2.0306348219860992,12.075394321888057,81k-300k
Flat / apartment,El Besòs,Barcelona,83000.0,54,2,1,3,1972.5466666666664,1,0,0,0,1,1,0,0,0,0,1,3.086356414343004,2.560272570415858,2.0306348219860992,11.326595886778737,81k-300k
Flat / apartment,Sant Martí,Barcelona,80000.0,54,2,1,2,1973.7735849056603,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,4.371079205477762,2.0306348219860992,11.289781913656018,0-80k
Flat / apartment,Les Corts,Barcelona,595000.0,102,2,2,4,1968.2851063829787,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,7.1237893952033104,2.0306348219860992,13.296316684527769,301k-1.5M
Flat / apartment,Les Corts,Barcelona,1000000.0,175,4,2,3,1968.2851063829787,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,7.1237893952033104,2.0306348219860992,13.815510557964274,301k-1.5M
Flat / apartment,Les Corts,Barcelona,590000.0,111,4,2,1,1975.0,1,1,0,1,1,0,1,0,0,1,1,3.086356414343004,7.1237893952033104,2.0306348219860992,13.287877815881902,301k-1.5M
Flat / apartment,Les Corts,Barcelona,670000.0,120,4,2,2,1967.0,1,1,1,0,1,0,1,0,0,0,1,3.086356414343004,7.1237893952033104,2.0306348219860992,13.415032991367148,301k-1.5M
Flat / apartment,Les Corts,Barcelona,320000.0,63,1,1,1,1967.0,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,7.1237893952033104,2.0306348219860992,12.676076274775909,301k-1.5M
Flat / apartment,Les Corts,Barcelona,550000.0,130,4,2,5,1980.0,1,1,1,0,1,1,1,0,0,1,1,3.086356414343004,7.1237893952033104,2.0306348219860992,13.217673557208654,301k-1.5M
Flat / apartment,Les Corts,Barcelona,859000.0,160,4,3,3,1980.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,7.1237893952033104,2.0306348219860992,13.663524200966393,301k-1.5M
Flat / apartment,Les Corts,Barcelona,415000.0,112,4,2,1,1977.0,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,7.1237893952033104,2.0306348219860992,12.936033799212836,301k-1.5M
Penthouse,Les Corts,Barcelona,595000.0,146,4,2,6,1989.0,1,1,1,1,1,1,0,0,0,1,1,3.086356414343004,7.1237893952033104,3.030579199328625,13.296316684527769,301k-1.5M
Flat / apartment,Les Corts,Barcelona,485000.0,82,4,2,5,1973.0,1,1,1,0,1,0,0,0,0,0,1,3.086356414343004,7.1237893952033104,2.0306348219860992,13.09190416991962,301k-1.5M
Flat / apartment,Les Corts,Barcelona,355000.0,86,4,1,6,1958.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,7.1237893952033104,2.0306348219860992,12.779873068457553,301k-1.5M
Flat / apartment,Nou Barris,Barcelona,121000.0,65,3,1,2,1971.581818181818,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,1.827804765125539,2.0306348219860992,11.703545824578878,81k-300k
Penthouse,Nou Barris,Barcelona,248000.0,82,3,1,4,1973.0,1,0,1,0,1,0,0,0,0,0,1,3.086356414343004,1.827804765125539,3.030579199328625,12.421184025147118,81k-300k
Flat / apartment,Nou Barris,Barcelona,161000.0,90,3,1,0,1971.581818181818,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,1.827804765125539,2.0306348219860992,11.9891596439666,81k-300k
Flat / apartment,Nou Barris,Barcelona,119000.0,57,3,1,1,1971.581818181818,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,1.827804765125539,2.0306348219860992,11.686878772093667,81k-300k
Flat / apartment,El Camp de l'Arpa del Clot,Barcelona,259000.0,68,3,2,1,1900.0,1,0,1,0,1,1,0,0,0,0,0,3.086356414343004,3.3040427159047847,2.0306348219860992,12.464583340681674,81k-300k
Flat / apartment,El Camp de l'Arpa del Clot,Barcelona,249000.0,89,3,1,0,1900.0,1,0,0,1,1,0,0,0,0,0,1,3.086356414343004,3.3040427159047847,2.0306348219860992,12.425208175446844,81k-300k
Flat / apartment,Sant Martí,Barcelona,390000.0,92,4,1,0,1930.0,0,1,0,1,1,0,0,0,0,0,1,3.086356414343004,4.371079205477762,2.0306348219860992,12.873902018105827,301k-1.5M
Duplex,El Camp de l'Arpa del Clot,Barcelona,330000.0,154,3,2,0,1990.0,1,0,0,1,1,0,1,0,0,0,1,3.086356414343004,3.3040427159047847,2.866960588752642,12.706847933442663,301k-1.5M
Flat / apartment,El Camp de l'Arpa del Clot,Barcelona,259000.0,74,2,1,1,1971.0,1,1,0,0,1,0,0,0,0,0,0,3.086356414343004,3.3040427159047847,2.0306348219860992,12.464583340681674,81k-300k
Flat / apartment,El Camp de l'Arpa del Clot,Barcelona,231000.0,60,3,1,1,1969.0,1,1,0,0,1,1,0,0,0,0,1,3.086356414343004,3.3040427159047847,2.0306348219860992,12.35017298950393,81k-300k
Flat / apartment,El Camp de l'Arpa del Clot,Barcelona,338000.0,81,4,1,2,1959.6410256410256,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,3.3040427159047847,2.0306348219860992,12.730801174465157,301k-1.5M
Flat / apartment,El Raval,Barcelona,350000.0,89,3,1,3,1900.0,1,0,0,1,1,0,0,0,0,0,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.765688433465597,301k-1.5M
Flat / apartment,El Raval,Barcelona,266000.0,92,2,1,1,1911.8142857142857,1,0,0,1,1,0,0,0,0,0,0,3.086356414343004,3.0609000108096422,2.0306348219860992,12.491251587763836,81k-300k
Flat / apartment,Ciutat Vella,Barcelona,245000.0,77,2,1,4,1845.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,2.0306348219860992,12.409013489526863,81k-300k
Flat / apartment,El Raval,Barcelona,165000.0,80,1,1,0,1936.0,1,0,0,0,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.013700752882718,81k-300k
Flat / apartment,El Raval,Barcelona,290000.0,52,0,1,2,1911.8142857142857,0,1,0,0,0,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,1.0,12.577636201962656,81k-300k
Duplex,Ciutat Vella,Barcelona,450000.0,87,2,2,4,1900.0,1,0,1,0,1,0,0,0,0,0,1,3.086356414343004,5.078603488027523,2.866960588752642,13.017002861746503,301k-1.5M
Flat / apartment,El Raval,Barcelona,890000.0,166,4,2,1,1911.8142857142857,0,1,1,0,1,0,0,0,0,0,1,3.086356414343004,3.0609000108096422,2.0306348219860992,13.698976741708323,301k-1.5M
Flat / apartment,Ciutat Vella,Barcelona,300000.0,60,1,1,2,1880.0,1,0,0,1,1,0,0,0,0,1,0,3.086356414343004,5.078603488027523,2.0306348219860992,12.611537753638338,81k-300k
Flat / apartment,El Raval,Barcelona,365000.0,95,2,2,2,1911.8142857142857,1,0,1,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.80765263256463,301k-1.5M
Flat / apartment,El Raval,Barcelona,388500.0,64,1,1,3,2022.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.87004844878984,301k-1.5M
Flat / apartment,El Raval,Barcelona,250000.0,94,3,2,0,1870.0,1,0,1,0,1,0,0,0,0,0,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.429216196844385,81k-300k
Flat / apartment,El Raval,Barcelona,160000.0,39,1,1,1,1890.0,1,0,0,1,1,1,0,0,0,0,0,3.086356414343004,3.0609000108096422,2.0306348219860992,11.982929094215963,81k-300k
Flat / apartment,Ciutat Vella,Barcelona,350000.0,120,0,2,0,1905.485436893204,0,0,0,0,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,1.0,12.765688433465597,301k-1.5M
Flat / apartment,El Raval,Barcelona,314000.0,65,2,1,4,2003.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.65714826489039,301k-1.5M
Flat / apartment,El Raval,Barcelona,175000.0,40,1,1,1,1911.8142857142857,1,1,0,1,1,0,0,0,0,0,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.072541252905651,81k-300k
Flat / apartment,El Raval,Barcelona,383250.0,66,1,1,1,1900.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.85644279673406,301k-1.5M
Flat / apartment,El Raval,Barcelona,220000.0,40,1,1,2,1911.8142857142857,1,0,1,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.301382825334498,81k-300k
Flat / apartment,El Raval,Barcelona,195000.0,36,1,1,1,1911.8142857142857,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.180754837545884,81k-300k
Flat / apartment,El Raval,Barcelona,169000.0,40,1,1,1,1911.8142857142857,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.037653993905211,81k-300k
Flat / apartment,El Raval,Barcelona,139500.0,55,2,1,1,1900.0,1,0,0,1,1,0,0,0,0,0,0,3.086356414343004,3.0609000108096422,2.0306348219860992,11.845819880243557,81k-300k
Penthouse,El Raval,Barcelona,350000.0,66,3,1,6,1966.0,1,1,1,0,1,0,0,0,0,0,1,3.086356414343004,3.0609000108096422,3.030579199328625,12.765688433465597,301k-1.5M
Flat / apartment,El Raval,Barcelona,138000.0,37,1,1,1,1889.0,1,0,0,1,1,0,0,0,0,0,0,3.086356414343004,3.0609000108096422,2.0306348219860992,11.83500896413934,81k-300k
Flat / apartment,El Raval,Barcelona,200000.0,56,2,1,4,1900.0,1,0,0,0,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.206072645530174,81k-300k
Flat / apartment,El Raval,Barcelona,189900.0,45,2,1,6,1911.8142857142857,1,0,1,0,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.154252896800378,81k-300k
Flat / apartment,El Raval,Barcelona,199000.0,57,1,1,2,2001.0,1,1,0,1,1,0,0,0,0,0,0,3.086356414343004,3.0609000108096422,2.0306348219860992,12.201060103706627,81k-300k
Flat / apartment,El Raval,Barcelona,180000.0,50,1,1,0,1850.0,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.100712129872347,81k-300k
Flat / apartment,El Raval,Barcelona,166500.0,54,1,1,1,1867.0,1,0,0,1,1,0,0,0,0,0,0,3.086356414343004,3.0609000108096422,2.0306348219860992,12.022750588402635,81k-300k
Flat / apartment,El Raval,Barcelona,240000.0,50,2,1,3,1911.8142857142857,1,0,0,1,1,0,0,0,0,1,1,3.086356414343004,3.0609000108096422,2.0306348219860992,12.388394202324127,81k-300k
Flat / apartment,El Raval,Barcelona,127500.0,45,2,1,3,1900.0,0,0,0,0,1,0,0,0,0,0,0,3.086356414343004,3.0609000108096422,2.0306348219860992,11.755871643580615,81k-300k
Flat / apartment,Ciutat Vella,Barcelona,141200.0,60,3,1,1,1905.485436893204,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,5.078603488027523,2.0306348219860992,11.85793260404128,81k-300k
Flat / apartment,El Raval,Barcelona,390000.0,68,3,1,2,1911.8142857142857,1,1,1,0,1,0,0,0,0,0,0,3.086356414343004,3.0609000108096422,2.0306348219860992,12.873902018105827,301k-1.5M
Flat / apartment,El Raval,Barcelona,235000.0,33,1,1,1,1900.0,1,0,0,1,1,0,0,0,0,1,0,3.086356414343004,3.0609000108096422,2.0306348219860992,12.367340793126296,81k-300k
Flat / apartment,Ciutat Vella,Barcelona,193400.0,96,1,1,1,1905.485436893204,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,5.078603488027523,2.0306348219860992,12.172515862001331,81k-300k
Flat / apartment,Ciutat Vella,Barcelona,111500.0,37,1,1,1,1905.485436893204,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,5.078603488027523,2.0306348219860992,11.62177986988231,81k-300k
Flat / apartment,Ciutat Vella,Barcelona,205000.0,50,1,1,4,1905.485436893204,1,0,0,0,1,0,0,0,0,0,1,3.086356414343004,5.078603488027523,2.0306348219860992,12.230765258120543,81k-300k
Flat / apartment,El Gòtic,Barcelona,540000.0,96,3,2,4,1840.0,0,1,0,0,1,0,1,0,0,1,1,3.086356414343004,5.5666312148767405,2.0306348219860992,13.199324418540456,301k-1.5M
Flat / apartment,El Gòtic,Barcelona,665000.0,181,3,2,1,1891.0,1,0,1,1,1,0,0,0,0,0,0,3.086356414343004,5.5666312148767405,2.0306348219860992,13.407542319637992,301k-1.5M
Flat / apartment,El Gòtic,Barcelona,270000.0,70,2,1,1,1900.0,1,0,0,0,1,0,0,0,0,0,1,3.086356414343004,5.5666312148767405,2.0306348219860992,12.506177237980513,81k-300k
Flat / apartment,Ciutat Vella,Barcelona,349000.0,113,3,1,4,1900.0,1,0,1,0,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,2.0306348219860992,12.762827201184564,301k-1.5M
Flat / apartment,Ciutat Vella,Barcelona,985000.0,242,4,3,0,1900.0,1,1,1,1,1,0,0,0,0,0,0,3.086356414343004,5.078603488027523,2.0306348219860992,13.800396920154226,301k-1.5M
Flat / apartment,El Gòtic,Barcelona,665000.0,99,2,2,1,1900.0,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,2.0306348219860992,13.407542319637992,301k-1.5M
Flat / apartment,El Gòtic,Barcelona,640000.0,100,3,2,1,1888.3544303797469,1,1,0,1,0,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,2.0306348219860992,13.369223455335854,301k-1.5M
Flat / apartment,El Gòtic,Barcelona,495000.0,65,2,1,5,1885.0,1,1,1,0,1,0,0,0,0,0,1,3.086356414343004,5.5666312148767405,2.0306348219860992,13.112313041550829,301k-1.5M
Flat / apartment,El Gòtic,Barcelona,240000.0,63,2,1,0,1850.0,1,0,1,0,1,0,0,0,0,0,1,3.086356414343004,5.5666312148767405,2.0306348219860992,12.388394202324127,81k-300k
Flat / apartment,El Gòtic,Barcelona,960000.0,166,3,3,3,1968.0,1,0,0,1,1,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,2.0306348219860992,13.77468856344402,301k-1.5M
Flat / apartment,El Gòtic,Barcelona,525000.0,105,2,1,7,1888.3544303797469,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,2.0306348219860992,13.17115354157376,301k-1.5M
Flat / apartment,El Gòtic,Barcelona,703000.0,187,4,2,4,1888.3544303797469,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,2.0306348219860992,13.463112170792805,301k-1.5M
Flat / apartment,El Gòtic,Barcelona,650000.0,135,3,3,1,1888.3544303797469,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,2.0306348219860992,13.38472764187182,301k-1.5M
Flat / apartment,El Gòtic,Barcelona,679000.0,102,2,2,4,1850.0,1,1,1,1,1,0,0,0,0,0,1,3.086356414343004,5.5666312148767405,2.0306348219860992,13.428376406540831,301k-1.5M
Flat / apartment,Ciutat Vella,Barcelona,325000.0,159,1,1,1,1850.0,1,0,0,0,1,1,0,0,0,0,0,3.086356414343004,5.078603488027523,2.0306348219860992,12.691580461311874,301k-1.5M
Flat / apartment,El Gòtic,Barcelona,665000.0,88,2,2,0,1900.0,1,1,0,1,1,0,0,0,0,0,0,3.086356414343004,5.5666312148767405,2.0306348219860992,13.407542319637992,301k-1.5M
Flat / apartment,El Gòtic,Barcelona,210000.0,87,5,1,3,1888.3544303797469,1,0,0,1,1,0,0,0,0,0,1,3.086356414343004,5.5666312148767405,2.0306348219860992,12.254862809699606,81k-300k
Flat / apartment,El Gòtic,Barcelona,321000.0,67,2,1,1,2001.0,1,1,1,0,1,0,0,0,0,0,1,3.086356414343004,5.5666312148767405,2.0306348219860992,12.679196402112153,301k-1.5M
Penthouse,El Gòtic,Barcelona,370000.0,80,3,1,4,1888.3544303797469,0,1,0,0,1,0,0,0,0,1,1,3.086356414343004,5.5666312148767405,3.030579199328625,12.821258284620408,301k-1.5M
Flat / apartment,La Barceloneta,Barcelona,500000.0,59,1,1,1,1936.0,1,1,0,1,1,0,0,0,0,1,0,3.086356414343004,3.700615195898554,2.0306348219860992,13.122363377404328,301k-1.5M
Flat / apartment,Ciutat Vella,Barcelona,450000.0,72,2,1,4,1959.0,1,0,1,0,1,0,0,0,0,1,1,3.086356414343004,5.078603488027523,2.0306348219860992,13.017002861746503,301k-1.5M
Flat / apartment,La Barceloneta,Barcelona,369000.0,69,3,1,3,1948.0,0,1,0,0,1,0,0,0,0,1,1,3.086356414343004,3.700615195898554,2.0306348219860992,12.818551923022664,301k-1.5M
Flat / apartment,Ciutat Vella,Barcelona,369000.0,65,3,1,3,1948.0,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,5.078603488027523,2.0306348219860992,12.818551923022664,301k-1.5M
Flat / apartment,Horta,Barcelona,525000.0,90,3,1,2,1962.8285714285716,1,1,1,0,0,0,0,0,0,0,1,3.086356414343004,4.411021066707587,2.0306348219860992,13.17115354157376,301k-1.5M
Flat / apartment,Horta Guinardó,Barcelona,309000.0,78,3,2,2,1982.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,3.33959801513142,2.0306348219860992,12.641096555879882,301k-1.5M
House,Horta Guinardó,Barcelona,540000.0,152,4,3,0,1900.0,0,0,1,0,1,0,0,0,0,0,1,3.086356414343004,3.33959801513142,4.819513954361332,13.199324418540456,301k-1.5M
House,Horta,Barcelona,530000.0,160,3,2,2,1962.8285714285716,0,0,0,0,1,1,0,0,0,0,1,3.086356414343004,4.411021066707587,4.819513954361332,13.180632285528304,301k-1.5M
Flat / apartment,Ciutat Meridiana - Torre Baró - Vallbona,Barcelona,108000.0,68,3,1,3,1967.0,1,0,0,0,1,0,0,0,0,0,1,3.086356414343004,1.468664729100301,2.0306348219860992,11.589886506106357,81k-300k
Flat / apartment,Nou Barris,Barcelona,145000.0,68,3,1,7,1974.0,1,1,1,1,1,0,0,0,0,0,1,3.086356414343004,1.827804765125539,2.0306348219860992,11.884489021402713,81k-300k
Flat / apartment,Ciutat Meridiana - Torre Baró - Vallbona,Barcelona,150000.0,94,3,1,0,1955.0,1,0,1,0,1,0,0,0,0,0,0,3.086356414343004,1.468664729100301,2.0306348219860992,11.918390573078392,81k-300k
Flat / apartment,La Verneda i la Pau,Barcelona,135000.0,76,3,1,3,1963.0,1,0,0,0,1,0,0,0,0,0,1,3.086356414343004,2.74023512527517,2.0306348219860992,11.813030057420567,81k-300k
Flat / apartment,La Verneda i la Pau,Barcelona,373000.0,113,4,2,1,1984.0,1,1,1,1,1,0,0,0,0,0,1,3.086356414343004,2.74023512527517,2.0306348219860992,12.829333698625952,301k-1.5M
Duplex,Sant Martí,Barcelona,290000.0,148,4,2,2,1963.0,1,1,0,1,1,0,0,0,0,0,1,3.086356414343004,4.371079205477762,2.866960588752642,12.577636201962656,81k-300k
Flat / apartment,La Verneda i la Pau,Barcelona,373000.0,113,4,2,1,1984.0,1,1,0,1,1,0,0,0,0,0,1,3.086356414343004,2.74023512527517,2.0306348219860992,12.829333698625952,301k-1.5M
Flat / apartment,La Verneda i la Pau,Barcelona,373000.0,113,4,2,1,1984.0,1,1,1,1,1,0,0,0,0,0,1,3.086356414343004,2.74023512527517,2.0306348219860992,12.829333698625952,301k-1.5M
Flat / apartment,Sant Martí,Barcelona,139000.0,63,2,1,1,1969.0,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,4.371079205477762,2.0306348219860992,11.842229212112828,81k-300k
Duplex,La Verneda i la Pau,Barcelona,299999.0,148,4,2,8,1963.0,0,1,0,1,1,0,0,0,0,0,1,3.086356414343004,2.74023512527517,2.866960588752642,12.61153442029945,81k-300k
Flat / apartment,La Verneda i la Pau,Barcelona,373000.0,113,4,2,1,1984.0,1,1,0,1,1,0,0,0,0,0,1,3.086356414343004,2.74023512527517,2.0306348219860992,12.829333698625952,301k-1.5M
Flat / apartment,Sant Martí,Barcelona,139600.0,76,3,1,0,1973.7735849056603,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,4.371079205477762,2.0306348219860992,11.84653646931041,81k-300k
Duplex,Sant Martí,Barcelona,280000.0,119,4,2,6,1970.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,4.371079205477762,2.866960588752642,12.542544882151386,81k-300k
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,795000.0,90,2,2,0,1920.934523809524,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992,13.58609739363647,301k-1.5M
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,415000.0,102,3,2,3,1850.0,1,0,0,1,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992,12.936033799212836,301k-1.5M
